22222	60.093	60.319	60.494	60.584	60.625	60.633	60.646	60.624	60.615	60.592	60.574	60.521	60.439	60.315	60.142	59.936	59.68	59.378	59.093	58.806
22212	60.092	60.33	60.494	60.589	60.639	60.643	60.64	60.627	60.615	60.599	60.575	60.529	60.447	60.323	60.159	59.938	59.673	59.387	59.093	58.797
22203	60.094	60.331	60.491	60.596	60.644	60.653	60.636	60.631	60.623	60.61	60.577	60.534	60.44	60.321	60.157	59.945	59.681	59.387	59.101	58.801
22193	60.095	60.325	60.496	60.594	60.645	60.649	60.653	60.628	60.625	60.613	60.587	60.538	60.453	60.324	60.16	59.943	59.687	59.396	59.102	58.807
22183	60.101	60.344	60.502	60.602	60.646	60.657	60.653	60.641	60.622	60.617	60.583	60.536	60.45	60.327	60.156	59.942	59.685	59.399	59.099	58.814
22173	60.102	60.342	60.498	60.597	60.658	60.652	60.651	60.634	60.633	60.618	60.589	60.535	60.449	60.331	60.169	59.952	59.692	59.4	59.091	58.814
22163	60.115	60.344	60.519	60.611	60.657	60.67	60.654	60.649	60.638	60.623	60.588	60.544	60.458	60.33	60.172	59.955	59.693	59.409	59.113	58.825
22153	60.11	60.351	60.516	60.61	60.655	60.669	60.658	60.648	60.646	60.625	60.595	60.547	60.456	60.34	60.176	59.958	59.702	59.401	59.116	58.826
22143	60.119	60.35	60.516	60.613	60.662	60.679	60.659	60.657	60.643	60.619	60.598	60.551	60.463	60.34	60.18	59.961	59.711	59.415	59.117	58.818
22134	60.122	60.35	60.52	60.616	60.664	60.671	60.67	60.663	60.645	60.629	60.608	60.545	60.468	60.342	60.174	59.957	59.713	59.409	59.118	58.842
22124	60.13	60.354	60.531	60.62	60.674	60.673	60.672	60.665	60.656	60.636	60.607	60.557	60.471	60.348	60.185	59.962	59.726	59.426	59.117	58.835
22114	60.126	60.359	60.523	60.622	60.668	60.686	60.678	60.667	60.656	60.635	60.617	60.556	60.477	60.357	60.188	59.973	59.718	59.426	59.118	58.836
22104	60.133	60.37	60.525	60.628	60.673	60.687	60.679	60.664	60.652	60.639	60.61	60.559	60.482	60.354	60.183	59.973	59.711	59.435	59.135	58.835
22094	60.132	60.37	60.536	60.63	60.679	60.686	60.69	60.679	60.651	60.651	60.609	60.568	60.486	60.359	60.181	59.983	59.713	59.45	59.132	58.843
22085	60.137	60.378	60.536	60.638	60.682	60.687	60.681	60.674	60.661	60.651	60.62	60.568	60.49	60.365	60.2	59.99	59.729	59.44	59.132	58.851
22075	60.143	60.379	60.531	60.636	60.68	60.694	60.687	60.681	60.665	60.648	60.623	60.57	60.493	60.363	60.198	59.984	59.723	59.45	59.147	58.852
22065	60.144	60.383	60.55	60.641	60.685	60.696	60.691	60.681	60.673	60.652	60.626	60.577	60.497	60.369	60.2	59.984	59.738	59.45	59.149	58.856
22055	60.146	60.383	60.55	60.639	60.687	60.698	60.701	60.678	60.673	60.664	60.625	60.577	60.492	60.374	60.207	59.988	59.73	59.441	59.151	58.859
22045	60.151	60.388	60.555	60.648	60.694	60.707	60.707	60.685	60.671	60.661	60.634	60.58	60.504	60.375	60.209	59.995	59.734	59.449	59.157	58.868
22036	60.154	60.389	60.554	60.647	60.694	60.703	60.705	60.689	60.688	60.666	60.636	60.588	60.5	60.379	60.217	59.999	59.732	59.445	59.163	58.866
22026	60.168	60.395	60.558	60.656	60.699	60.708	60.706	60.696	60.686	60.664	60.636	60.582	60.497	60.383	60.215	60.002	59.745	59.459	59.162	58.878
22016	60.165	60.398	60.561	60.658	60.701	60.708	60.713	60.701	60.685	60.668	60.64	60.595	60.505	60.385	60.216	60.006	59.752	59.46	59.16	58.882
22007	60.168	60.408	60.557	60.663	60.702	60.717	60.713	60.7	60.69	60.676	60.645	60.59	60.509	60.392	60.218	60.015	59.753	59.471	59.161	58.887
21997	60.171	60.409	60.556	60.66	60.701	60.72	60.713	60.705	60.693	60.675	60.644	60.587	60.515	60.393	60.225	60.008	59.745	59.459	59.166	58.886
